"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"281","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","1979","23.2083333333333","240.974894076366"
"282","Lennox Island","First Nations","46.600664","-63.855921","542","1979","25.8166666666667","137.747459273034"
"283","Matsqui","First Nations","49.106944444","-122.348055556","242","1979","23.2083333333333","187.946511047071"
"284","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","1979","23.2083333333333","190.931653309309"
"285","Cheam","First Nations","49.18974","-121.784241","403","1979","23.2083333333333","133.912688030954"
"286","Wawakapewin","First Nations","53.445083861","-89.141571647","474","1979","22.625","179.80119129004"
"287","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","1979","24.375","125.856972693428"
"288","Martin Falls","First Nations","51.656944444","-85.918055556","481","1979","22.625","141.228155378097"
"289","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","1979","27.225","130.199691539454"
"290","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","1979","23.2083333333333","161.415813115805"
"291","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","1979","24.375","136.060061731473"
"292","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","1979","23.2083333333333","202.791975440473"
"293","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","1979","23.95","132.684785865911"
"294","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","1979","23.8583333333333","140.056488870429"
"295","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","1979","23.2083333333333","290.052104773761"
"296","Kwakiutl","First Nations","50.693888889","-127.411944444","500","1979","23.2083333333333","138.50102321194"
"297","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","1979","23.8583333333333","147.969808705371"
"298","Lower Nicola","First Nations","50.138427734","-120.858764648","40","1979","23.2083333333333","144.865037173038"
"299","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","1979","23.2083333333333","280.298384915027"
"300","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","1979","23.2083333333333","140.661576545456"
"301","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","1979","23.2083333333333","155.624005988676"
"302","Tsartlip","First Nations","48.585021973","-123.457275391","550","1979","23.2083333333333","242.803688930533"
"303","Saint Mary's","First Nations","45.97195093","-66.632675405","136","1979","24.375","133.764839121597"
"304","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","1979","23.2083333333333","128.410072823969"
"305","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","1979","23.2083333333333","226.22213049678"
"306","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","1979","23.2083333333333","206.522870613703"
"307","Inuvik Native","First Nations","68.410217285","-133.814697266","427","1979","19.075","219.656427262008"
"308","Skwah","First Nations","49.176111111","-121.978888889","401","1979","23.2083333333333","215.805236766462"
"309","Albany","First Nations","52.207757","-81.684454","388","1979","23.95","212.755223749711"
"310","Wapekeka","First Nations","53.721191406","-89.538879395","368","1979","22.625","209.935938772107"
"311","Coldwater","First Nations","50.03302002","-120.859680176","520","1979","23.2083333333333","210.714923477923"
"312","Xaxli'p","First Nations","50.736111111","-121.863888889","6","1979","23.2083333333333","205.642483228824"
"313","Toquaht","First Nations","48.993591309","-125.383789063","90","1979","23.2083333333333","207.168834895464"
"314","Campbell River","First Nations","50.03268","-125.257981","506","1979","23.2083333333333","205.077396587536"
"315","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","1979","23.2083333333333","225.955941829699"
"316","Seton Lake","First Nations","50.732566391","-122.22924754","456","1979","23.2083333333333","209.691674275438"
"317","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","1979","22.625","211.88408882254"
"318","Esquimalt","First Nations","48.445007324","-123.429992676","275","1979","23.2083333333333","204.057335400734"
"319","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","1979","23.2083333333333","207.826805456167"
"320","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","1979","23.8583333333333","212.709162249409"
"321","Kispiox","First Nations","55.348888889","-127.696111111","109","1979","23.2083333333333","204.617292834658"
"322","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","1979","23.2083333333333","210.160078816298"
"323","Millbrook","First Nations","45.331388889","-63.298333333","127","1979","24.5166666666667","208.317616418785"
"324","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","1979","23.2083333333333","219.131988119375"
"325","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","1979","23.2083333333333","205.357123256089"
"326","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","1979","22.625","206.461765786589"
"327","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","1979","23.2083333333333","203.17464904628"
"328","Skowkale","First Nations","49.136944444","-121.941111111","225","1979","23.2083333333333","207.404403561301"
"329","Upper Nicola","First Nations","50.143432617","-120.282897949","548","1979","23.2083333333333","208.855793041125"
"330","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","1979","23.2083333333333","211.854926728045"
"331","Sechelt","First Nations","49.477399319","-123.745054627","75","1979","23.2083333333333","205.386351793891"
"332","High Bar","First Nations","51.113037109","-122.018066406","35","1979","23.2083333333333","209.95576113773"
"333","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","1979","23.2083333333333","212.659207162022"
"334","Attawapiskat","First Nations","52.92352","-82.423773","316","1979","23.95","202.055813849141"
"335","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","1979","23.2083333333333","203.14429298161"
"336","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","1979","25.8166666666667","213.239942769693"
"337","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","1979","23.8583333333333","213.421329510871"
"338","Homalco","First Nations","49.951938","-125.243754","390","1979","23.2083333333333","135.03609086619"
"339","Tahltan","First Nations","57.909423828","-131.163574219","147","1979","23.2083333333333","140.574717295838"
"340","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","1979","23.2083333333333","245.45790442885"
"341","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","1979","23.2083333333333","126.939427033153"
"342","Skatin Nations","First Nations","49.941944444","-122.408888889","359","1979","23.2083333333333","191.979240383552"
"343","Glen Vowell","First Nations","55.308055556","-127.683055556","354","1979","23.2083333333333","156.030065217621"
"344","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","1979","23.2083333333333","231.573900718427"
"345","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","1979","25.8166666666667","164.574247320337"
"346","Spuzzum","First Nations","49.661193848","-121.413879395","256","1979","23.2083333333333","208.013449966664"
"347","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","1979","23.2083333333333","185.709666853374"
"348","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","1979","19.075","137.892667040796"
"349","Esk'etemc","First Nations","51.788635254","-122.229675293","546","1979","23.2083333333333","158.311661230467"
"350","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","1979","23.2083333333333","127.210983878901"
"351","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","1979","23.2083333333333","130.803702524393"
"352","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","1979","19.075","195.573756337632"
"353","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","1979","23.2083333333333","220.852428132545"
"354","Burns Lake","First Nations","54.238155509","-125.768232123","68","1979","23.2083333333333","137.310921740784"
"355","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","1979","22.625","145.772889068267"
"356","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","1979","23.2083333333333","131.821030941711"
"357","New Westminster","First Nations","49.212777778","-122.917222222","46","1979","23.2083333333333","219.599227413814"
"358","Nain","Inuit","56.550322","-61.687865","1188","1980","30.6416666666667","234.44944229996"
"359","Hopedale","Inuit","55.457954","-60.211485","556","1980","32.4","214.750182416883"
"360","Rigolet","Inuit","54.179159","-58.429221","306","1980","32.4","227.883739065188"
"361","Postville","Inuit","54.908564","-59.770497","206","1980","32.4","224.032548569642"
"362","Makkovik","Inuit","55.09036","-59.176172","561","1980","32.4","220.982535552891"
"363","Inukjuak","Inuit","58.455121","-78.105103","1597","1980","28.8333333333333","218.163250575287"
"364","Ivujivik","Inuit","62.416667","-77.916667","370","1980","27.2166666666667","218.942235281103"
"365","Aklavik","Inuit","68.220102","-134.998551","633","1980","23.0166666666667","213.869795032004"
"366","Paulatuk","Inuit","69.348467","-124.07021","313","1980","23.0166666666667","215.396146698644"
"367","Sachs Harbour","Inuit","71.985123","-125.246483","112","1980","23.0166666666667","213.304708390716"
"368","Iqaluit","Inuit","63.746693","-68.516967","6699","1980","30.6416666666667","234.183253632878"
"369","Arctic Bay","Inuit","73.037575","-85.148031","823","1980","23.0166666666667","217.918986078618"
"370","Baker Lake","Inuit","64.317604","-96.022001","1872","1980","23.0166666666667","220.11140062572"
"371","Cambridge Bay","Inuit","69.108056","-105.138333","1608","1980","23.0166666666667","212.284647203914"
"372","Cape Dorset","Inuit","64.233304","-76.540568","1363","1980","27.2166666666667","216.054117259347"
"373","Chesterfield Inlet","Inuit","63.346514","-90.736827","313","1980","27.2166666666667","220.936474052589"
"374","Clyde River","Inuit","70.483874","-68.519828","934","1980","32.4","212.844604637838"
"375","Coral Harbour","Inuit","64.133739","-83.166893","834","1980","27.2166666666667","218.387390619478"
"376","Grise Fiord","Inuit","76.395732","-82.79391","130","1980","23.0166666666667","216.544928221965"
"377","Hall Beach","Inuit","68.772735","-81.235208","546","1980","27.2166666666667","227.359299922555"
"378","Igloolik","Inuit","69.366849","-81.824419","1454","1980","27.2166666666667","213.584435059269"
"379","Kimmirut","Inuit","62.847419","-69.869203","455","1980","30.6416666666667","214.689077589769"
"380","Kugluktuk","Inuit","67.815001","-115.136162","1450","1980","23.0166666666667","211.401960849459"
"381","Pangnirtung","Inuit","66.139533","-65.717481","1425","1980","32.4","215.63171536448"
"382","Pond Inlet","Inuit","72.700114","-77.958181","1549","1980","23.0166666666667","217.083104844305"
"383","Qikiqtarjuaq","Inuit","67.545148","-64.021831","520","1980","32.4","220.082238531225"
"384","Rankin Inlet","Inuit","62.808913","-92.087741","2266","1980","27.2166666666667","213.61366359707"
"385","Repulse Bay","Inuit","66.546565","-86.188196","945","1980","27.2166666666667","218.18307294091"
"386","Sanikiluaq","Inuit","56.540775","-79.222418","812","1980","28.8333333333333","220.886518965202"
"387","Whale Cove","Inuit","62.242523","-92.601676","407","1980","27.2166666666667","210.283125652321"
"388","Bathurst Inlet","Inuit","66.838889","-108.048611","0","1980","23.0166666666667","211.37160478479"
"389","Umingmaktuuq","Inuit","67.689851","-107.954525","5","1980","23.0166666666667","221.467254572872"
"390","Kangiqsujuaq","Inuit","61.59626","-71.953886","696","1980","28.9833333333333","221.648641314051"
"391","Kangirsuk","Inuit","60.023415","-70.026235","549","1980","30.6416666666667","143.26340266937"
"392","Kuujjuaq","Inuit","58.102996","-68.418839","2375","1980","30.6416666666667","148.802029099018"
"393","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","1980","28.8333333333333","253.68521623203"
